age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
28,0,F,African-American,Male,1,2,1
50,0,F,Other,Male,1,1,1
32,0,F,African-American,Male,1,1,1
24,1,F,Other,Male,3,97,1
51,0,F,African-American,Male,3,1,1
19,1,M,Other,Male,1,0,1
32,0,F,African-American,Male,4,108,1
31,1,F,Other,Female,1,0,1
29,0,F,African-American,Female,1,179,1
43,0,M,Other,Male,0,0,1
26,1,F,African-American,Male,9,11,1
27,1,F,Other,Male,0,27,0
52,1,F,Other,Male,1,3,1
27,0,M,Other,Male,1,0,1
57,0,M,Other,Female,1,0,1
28,1,M,African-American,Male,3,1,1
32,1,F,African-American,Male,3,2,1
27,1,M,African-American,Male,5,0,1
45,1,M,Other,Male,0,3,1
42,0,M,Other,Female,0,0,1
33,1,F,African-American,Male,0,0,1
28,0,M,Other,Female,3,45,1
53,0,M,Other,Female,0,0,1
24,0,F,Other,Male,0,1,1
28,0,F,Other,Male,1,8,1
28,0,F,Other,Male,1,1,1
39,1,M,African-American,Male,6,35,1
22,1,F,African-American,Male,1,-1,1
46,1,F,African-American,Male,2,9,1
25,0,M,African-American,Male,0,1,1
52,0,F,Other,Male,1,3,1
28,1,M,African-American,Male,4,0,1
57,1,F,Other,Female,1,1,1
49,1,F,African-American,Male,3,0,1
21,1,F,African-American,Male,2,0,0
32,1,F,African-American,Male,19,14,0
63,0,M,African-American,Male,3,220,0
29,0,F,Other,Male,2,1,1
46,0,M,African-American,Male,0,1,1
28,1,M,African-American,Male,10,1,1
27,0,F,African-American,Male,1,3,1
69,0,M,Other,Female,0,-1,1
47,0,M,Other,Male,0,1,1
45,0,F,Other,Male,1,128,1
33,0,M,Other,Female,1,0,1
27,1,M,Other,Female,0,0,1
32,1,F,African-American,Male,14,2,0
24,0,F,African-American,Male,2,1,1
26,1,F,African-American,Male,5,3,0
47,0,M,Other,Male,0,1,1
25,0,F,Other,Male,1,1,1
21,0,F,African-American,Male,1,108,0
25,1,M,African-American,Male,2,0,1
22,1,F,African-American,Male,6,2,1
26,0,F,Other,Female,0,0,1
20,0,F,Other,Male,0,1,1
30,1,M,African-American,Male,1,1,1
45,1,F,African-American,Male,0,1,1
33,1,F,African-American,Male,7,78,1
35,0,F,Other,Male,2,0,1
41,0,F,Other,Male,5,1,1
23,0,M,Other,Male,0,2,1
21,1,M,Other,Female,0,1,1
54,0,F,African-American,Male,0,1,1
27,1,F,African-American,Male,10,1,1
22,0,M,Other,Male,0,1,1
21,1,M,Other,Female,0,0,1
23,1,F,African-American,Male,2,6,1
30,0,M,Other,Male,1,7,1
36,1,M,African-American,Male,5,19,0
29,1,F,African-American,Male,10,23,1
54,1,M,African-American,Male,4,78,1
22,1,M,Other,Male,2,13,1
26,1,M,African-American,Male,0,0,1
20,0,F,African-American,Female,0,1,1
52,1,M,African-American,Male,6,1,1
29,0,F,African-American,Male,0,2,1
23,0,M,African-American,Female,6,17,1
35,0,M,African-American,Male,1,9,1
32,1,F,Other,Male,8,0,0
21,1,M,African-American,Male,1,0,1
25,0,F,Other,Male,0,0,1
30,1,M,African-American,Male,4,1,1
30,0,F,African-American,Female,3,26,1
23,1,F,African-American,Male,2,6,1
32,0,F,Other,Male,8,2,1
29,1,F,African-American,Male,6,39,0
42,0,M,Other,Male,0,0,1
21,1,F,African-American,Male,0,0,0
22,0,M,African-American,Female,0,0,1
45,0,F,Other,Male,2,47,1
29,0,M,African-American,Male,0,0,1
30,1,F,African-American,Male,6,2,1
51,0,M,African-American,Male,17,0,1
45,1,F,Other,Male,20,2,1
24,0,F,Other,Male,2,0,1
23,0,M,African-American,Male,2,5,1
36,0,F,African-American,Male,5,0,1
69,0,M,Other,Male,0,0,1
21,1,F,Other,Male,1,1,1
59,0,M,Other,Male,1,0,1
39,0,F,African-American,Male,1,4,1
29,0,F,African-American,Male,2,37,1
22,1,M,Other,Male,1,1,1
44,0,F,Other,Male,6,-1,1
25,0,F,African-American,Male,2,58,1
31,0,F,African-American,Male,0,0,0
35,1,M,African-American,Male,17,2,1
27,1,M,African-American,Male,11,2,0
33,0,F,African-American,Male,1,1,1
28,1,F,African-American,Male,6,0,0
60,0,F,Other,Male,1,0,1
53,0,M,Other,Male,0,1,1
51,1,F,Other,Male,0,1,1
54,0,F,African-American,Female,0,1,1
24,0,M,Other,Male,3,1,1
55,1,F,Other,Male,1,1,1
26,0,F,Other,Male,0,2,1
75,0,F,African-American,Female,5,1,1
36,1,F,African-American,Male,16,0,1
34,1,F,Other,Male,0,2,1
25,1,M,African-American,Female,5,47,1
46,0,F,Other,Male,0,0,1
27,0,F,African-American,Male,1,6,1
28,1,M,African-American,Male,3,-1,1
42,1,M,African-American,Male,13,0,0
59,0,M,African-American,Male,2,0,1
39,0,F,Other,Male,1,14,1
46,0,M,Other,Male,5,12,1
25,0,F,Other,Male,1,0,1
55,0,F,Other,Male,2,1,1
35,1,M,African-American,Male,1,1,0
43,1,M,African-American,Male,0,1,1
53,0,M,Other,Female,0,0,1
21,0,M,African-American,Female,0,1,1
55,1,F,African-American,Male,17,25,0
27,1,F,African-American,Male,1,1,1
40,0,F,African-American,Male,0,2,1
37,0,M,Other,Female,0,1,1
32,1,M,Other,Male,2,5,1
32,0,M,African-American,Male,2,1,1
36,1,M,African-American,Male,4,2,1
22,0,M,Other,Male,0,0,1
31,0,F,African-American,Female,0,2,0
26,1,F,African-American,Female,4,0,1
50,1,M,Other,Female,30,3,1
47,0,F,African-American,Male,4,0,1
36,0,F,African-American,Male,2,1,1
38,0,F,Other,Female,0,1,1
35,0,F,Other,Male,0,2,1
53,0,F,Other,Male,0,0,1
53,0,F,African-American,Male,2,0,1
57,0,F,African-American,Male,19,117,1
22,1,F,African-American,Male,5,19,0
21,1,F,African-American,Male,0,1,0
26,1,F,African-American,Male,0,1,1
27,0,F,African-American,Male,2,20,1
49,0,F,Other,Female,4,3,1
47,1,F,Other,Male,1,0,1
30,1,F,African-American,Male,8,1,0
44,0,F,Other,Male,3,0,1
34,0,F,African-American,Male,1,1,1
45,1,F,African-American,Male,10,1,1
38,0,F,Other,Male,0,1,1
50,0,M,Other,Male,2,0,1
29,0,M,Other,Male,1,0,1
26,0,F,Other,Male,0,0,1
22,1,F,African-American,Female,1,1,1
47,0,M,Other,Male,0,1,1
49,0,F,Other,Male,0,0,1
49,1,F,African-American,Male,1,19,1
59,0,F,Other,Male,2,12,1
32,0,M,Other,Male,6,27,1
24,1,M,African-American,Male,1,-1,1
40,0,M,Other,Male,0,1,1
32,0,F,African-American,Male,0,-1,1
54,0,M,Other,Female,0,0,1
27,1,F,African-American,Male,9,799,0
25,0,M,Other,Male,2,12,0
20,1,M,Other,Male,0,0,1
37,0,M,African-American,Male,18,1,0
30,1,F,Other,Female,5,7,0
23,1,F,African-American,Male,1,0,1
20,0,F,African-American,Female,0,-1,0
50,0,F,Other,Male,8,11,1
50,0,F,African-American,Male,7,0,1
40,0,F,Other,Male,3,1,1
24,0,F,Other,Female,2,2,1
24,1,F,Other,Male,0,0,1
23,1,F,African-American,Female,3,0,1
54,1,M,Other,Male,3,2,1
25,0,M,Other,Male,4,1,0
46,0,M,Other,Male,1,1,1
25,0,F,Other,Male,1,266,1
22,0,M,Other,Female,0,-1,1
32,0,F,Other,Female,1,2,1
25,1,M,African-American,Male,0,4,1
33,1,F,African-American,Male,16,0,0
33,1,M,African-American,Male,4,1,1
24,0,F,African-American,Male,0,-1,1
33,1,M,African-American,Male,12,2,0
37,0,M,Other,Male,0,0,1
40,0,M,Other,Female,0,0,1
43,1,F,African-American,Male,9,0,1
35,1,F,African-American,Male,5,1,1
25,1,F,African-American,Male,11,6,0
61,1,F,African-American,Male,1,0,1
52,0,F,African-American,Female,1,0,1
39,1,M,African-American,Male,1,-1,1
47,0,F,African-American,Male,5,0,1
52,0,M,Other,Female,6,33,1
37,0,M,Other,Male,0,0,1
24,0,F,African-American,Female,0,1,1
34,0,F,African-American,Female,14,3,0
20,1,M,Other,Male,0,11,1
25,1,M,Other,Male,1,0,1
62,0,M,Other,Female,0,0,1
23,1,F,Other,Male,0,1,1
60,0,F,Other,Female,0,13,1
35,0,M,Other,Male,0,1,1
24,0,F,African-American,Female,0,0,1
30,0,M,Other,Male,0,-1,1
35,1,F,Other,Male,4,1,1
28,0,M,Other,Female,0,0,1
56,0,F,African-American,Male,0,1,1
23,1,F,African-American,Male,2,1,1
20,1,F,Other,Male,0,0,1
23,0,M,Other,Male,1,0,1
21,1,F,African-American,Male,0,1,0
35,0,F,African-American,Female,2,14,1
33,0,M,Other,Male,3,0,1
21,0,F,Other,Male,0,4,1
41,0,M,African-American,Male,9,0,0
24,0,F,African-American,Male,0,4,1
20,1,F,Other,Male,2,192,0
28,1,F,African-American,Male,9,1,0
25,0,F,Other,Male,7,0,0
49,0,F,African-American,Male,3,1,1
22,0,F,Other,Female,0,0,1
21,1,F,African-American,Male,0,1,1
27,1,F,African-American,Female,3,3,0
50,0,M,African-American,Male,4,2,1
23,0,M,African-American,Female,0,0,1
34,0,M,Other,Male,0,0,1
25,1,F,African-American,Male,4,32,1
33,1,F,Other,Female,2,43,1
25,1,M,Other,Male,1,58,1
30,0,M,Other,Male,0,0,1
42,0,M,Other,Male,0,3,1
29,1,F,Other,Female,11,34,0
32,1,F,African-American,Female,6,3,1
24,0,F,Other,Male,5,1,1
52,0,F,African-American,Male,3,0,1
26,0,M,Other,Female,3,0,1
31,1,F,Other,Male,2,0,1
38,0,F,Other,Male,0,1,1
30,0,F,Other,Female,0,1,1
20,1,M,African-American,Male,0,4,0
24,0,F,Other,Male,0,0,1
31,0,F,Other,Male,0,77,1
37,0,M,Other,Female,1,1,1
43,1,M,Other,Male,0,0,1
49,1,F,Other,Male,8,3,1
33,0,F,African-American,Female,1,0,1
42,0,M,African-American,Male,0,-1,1
44,1,F,Other,Male,0,8,1
28,1,F,African-American,Male,5,51,1
32,1,F,African-American,Male,4,414,1
28,1,F,African-American,Male,7,1,1
38,0,F,Other,Male,0,158,1
38,0,F,African-American,Male,3,1,1
34,0,M,African-American,Female,0,1,1
21,1,F,Other,Male,1,1,1
36,1,F,African-American,Male,1,31,0
29,1,M,African-American,Male,0,0,1
34,1,F,African-American,Male,3,0,1
38,0,M,African-American,Male,1,8,1
36,0,F,Other,Male,0,24,1
32,0,M,Other,Male,0,6,1
23,0,M,African-American,Male,0,0,0
47,0,M,Other,Male,0,0,1
20,0,F,African-American,Male,0,-1,1
25,1,F,African-American,Female,2,0,0
35,0,M,African-American,Male,0,0,1
28,0,M,Other,Female,1,1,1
24,1,M,African-American,Male,2,0,1
22,0,F,African-American,Male,0,0,0
20,1,F,Other,Male,8,1,0
40,0,M,Other,Male,0,0,1
27,0,F,Other,Male,1,5,1
60,0,F,African-American,Male,12,1,1
33,0,M,African-American,Male,6,0,1
34,1,M,African-American,Male,2,23,1
24,0,M,Other,Male,4,0,0
27,1,M,African-American,Male,0,2,1
29,1,F,African-American,Male,4,355,0
21,1,F,Other,Male,1,36,1
32,0,M,Other,Male,0,0,1
42,1,F,Other,Female,0,0,1
32,0,F,African-American,Male,1,-1,1
27,0,F,Other,Male,0,2,1
30,0,M,Other,Male,3,0,1
22,1,F,African-American,Male,1,0,1
20,1,M,Other,Male,0,0,0
57,0,M,Other,Male,0,1,1
51,1,F,Other,Male,3,1,1
21,0,F,African-American,Male,0,0,1
22,0,F,African-American,Male,0,35,1
35,1,F,African-American,Male,4,353,0
58,0,F,Other,Male,2,4,1
32,1,F,Other,Female,0,0,1
30,1,M,Other,Male,9,7,1
20,1,F,African-American,Male,0,209,0
40,0,M,Other,Male,0,0,1
45,0,M,Other,Female,5,0,1
31,1,F,African-American,Male,4,0,1
23,0,F,Other,Male,4,27,0
26,1,M,Other,Male,0,3,1
53,0,M,Other,Female,1,0,1
44,0,M,Other,Male,0,2,1
44,0,M,Other,Female,1,4,1
21,1,F,Other,Male,0,-1,1
28,0,M,African-American,Male,0,0,1
28,0,M,Other,Male,2,1,1
24,1,F,African-American,Male,0,182,1
28,0,F,African-American,Male,0,-1,1
53,0,F,Other,Male,4,-1,1
47,0,F,Other,Male,1,183,1
20,0,F,African-American,Male,1,1,1
21,0,M,African-American,Male,0,0,1
30,1,F,Other,Male,1,2,1
37,1,M,Other,Male,1,0,1
60,0,F,Other,Male,1,18,1
26,1,M,Other,Male,1,0,1
30,0,M,Other,Male,0,0,1
26,1,F,Other,Male,2,1,0
26,1,F,African-American,Female,5,6,0
21,0,F,Other,Male,0,1,1
39,0,F,African-American,Female,1,0,1
30,0,F,Other,Male,0,5,1
44,0,F,African-American,Male,2,2,1
45,0,M,Other,Male,0,2,1
30,0,F,African-American,Male,1,0,1
38,0,F,Other,Male,2,8,1
23,1,F,Other,Male,6,0,1
46,0,M,Other,Male,0,0,1
42,0,F,African-American,Male,0,0,1
54,0,M,Other,Male,4,3,1
47,1,F,African-American,Male,7,1,1
26,1,F,Other,Male,0,1,1
29,1,M,Other,Male,7,1,0
51,1,F,Other,Male,7,14,1
44,0,M,African-American,Male,0,0,1
49,0,M,Other,Male,12,21,1
22,1,F,African-American,Male,0,0,0
32,1,M,African-American,Male,4,1,1
27,0,M,African-American,Male,0,1,1
30,0,M,Other,Male,0,0,1
28,0,M,Other,Male,11,0,1
45,0,M,Other,Male,0,1,1
51,0,F,Other,Female,5,32,1
27,1,F,African-American,Male,4,1,1
32,1,F,African-American,Male,0,17,1
43,0,F,African-American,Male,2,5,1
37,0,F,Other,Male,2,0,1
26,1,F,African-American,Male,0,1,1
26,0,M,African-American,Male,0,0,1
32,0,F,Other,Male,4,-1,1
39,0,F,Other,Male,3,13,1
58,0,F,African-American,Female,4,1,1
33,0,M,Other,Male,0,0,1
22,0,M,Other,Female,1,0,1
21,1,F,African-American,Male,2,140,0
31,1,F,Other,Male,0,35,1
43,0,F,Other,Male,2,1,1
23,0,M,African-American,Male,0,0,1
25,0,F,Other,Male,0,1,1
22,0,F,African-American,Male,6,1,0
30,0,F,African-American,Male,6,133,1
25,1,F,African-American,Male,15,2,0
20,1,F,African-American,Male,0,1,1
39,0,F,Other,Male,0,0,1
33,1,F,African-American,Male,1,3,1
59,0,F,African-American,Male,1,0,1
21,0,F,Other,Male,1,1,0
53,1,F,African-American,Male,8,5,1
34,0,M,Other,Male,2,1,1
36,0,F,Other,Male,6,0,1
23,0,F,African-American,Male,0,1,1
32,0,M,African-American,Male,2,109,0
32,1,M,African-American,Male,11,1,0
66,0,M,Other,Male,0,1,1
24,0,M,Other,Female,0,23,1
30,1,F,African-American,Male,7,602,0
28,0,M,African-American,Male,1,1,1
43,1,F,Other,Male,4,2,1
35,0,M,African-American,Male,3,11,1
19,1,F,African-American,Male,2,14,0
22,1,M,African-American,Male,1,4,1
29,0,F,African-American,Male,0,0,1
23,0,M,African-American,Female,0,2,1
33,0,M,Other,Female,0,0,1
35,0,M,African-American,Male,1,-1,1
53,0,F,Other,Male,0,0,1
59,1,F,Other,Male,17,23,1
48,0,M,Other,Female,0,0,1
33,0,F,African-American,Female,1,0,1
44,0,M,Other,Male,0,1,1
31,1,F,Other,Male,10,1,1
28,1,F,African-American,Male,2,1,1
51,0,F,Other,Male,1,17,1
23,1,F,African-American,Male,0,5,1
21,0,F,Other,Male,0,0,1
26,0,F,Other,Male,0,0,1
22,0,F,African-American,Male,3,0,0
29,0,M,African-American,Male,0,1,1
20,1,F,African-American,Male,2,2,0
44,0,M,Other,Male,0,0,1
41,0,F,African-American,Male,2,14,1
28,0,F,African-American,Female,4,0,1
27,1,M,Other,Male,1,21,1
31,0,M,Other,Male,7,1,1
26,1,F,African-American,Male,3,0,1
20,0,F,African-American,Male,0,1,1
55,1,M,Other,Male,2,0,1
36,0,F,African-American,Male,0,1,0
48,1,F,Other,Male,4,4,1
22,1,F,Other,Male,5,2,1
23,0,M,African-American,Male,1,5,0
34,1,F,African-American,Male,19,4,0
59,0,F,Other,Female,1,5,1
37,1,F,Other,Male,0,1,1
28,1,F,Other,Female,0,0,1
31,0,F,African-American,Male,0,1,1
38,1,F,African-American,Female,14,4,0
33,1,F,African-American,Male,0,3,1
27,1,F,African-American,Male,3,0,0
25,1,M,Other,Male,2,1,1
42,0,F,African-American,Female,2,1,1
22,1,F,African-American,Male,3,26,0
21,0,F,Other,Male,0,1,1
45,1,F,Other,Male,1,27,1
21,1,M,African-American,Female,1,1,1
52,0,M,Other,Male,2,1,1
29,0,M,Other,Male,0,0,1
37,0,M,African-American,Female,0,5,1
34,0,F,Other,Male,0,0,1
53,1,M,African-American,Male,0,1,1
30,1,F,African-American,Female,8,1,0
35,0,M,Other,Male,0,1,1
28,0,F,Other,Male,1,4,1
21,0,F,African-American,Male,1,0,0
22,0,F,African-American,Male,1,43,1
42,1,M,Other,Male,1,0,1
26,1,F,African-American,Male,3,0,1
54,0,M,African-American,Male,9,1,1
39,1,F,Other,Male,1,0,1
30,1,F,African-American,Male,20,317,0
26,1,F,African-American,Female,1,27,1
41,0,M,African-American,Male,0,0,1
23,1,M,Other,Male,5,54,1
43,1,F,Other,Male,1,64,1
22,1,M,African-American,Male,0,0,1
27,1,F,Other,Female,6,1,1
42,0,M,African-American,Female,2,34,1
25,1,F,African-American,Male,8,29,1
49,0,M,African-American,Male,4,35,1
52,0,F,Other,Male,1,24,1
60,0,F,Other,Female,2,1,1
23,0,M,African-American,Female,0,1,1
30,0,M,African-American,Male,2,1,1
48,1,F,African-American,Male,9,3,1
32,1,F,African-American,Male,2,1,1
28,1,F,Other,Male,3,1,1
24,1,F,African-American,Male,5,1,1
22,1,F,African-American,Male,3,214,1
44,0,F,African-American,Male,2,1,1
32,0,F,Other,Male,3,86,1
27,0,M,African-American,Female,1,0,1
52,1,M,African-American,Male,15,0,1
61,1,M,Other,Male,3,0,1
69,0,M,African-American,Male,3,0,1
51,0,F,Other,Male,2,34,1
21,0,F,Other,Female,1,1,1
31,1,M,Other,Male,2,3,1
19,1,F,African-American,Male,3,30,1
24,1,M,African-American,Male,12,36,0
24,1,F,Other,Male,3,6,0
57,0,F,Other,Male,3,1,1
30,0,F,Other,Male,6,6,1
43,1,F,African-American,Male,4,1,1
24,0,F,African-American,Male,4,4,1
30,0,M,Other,Female,7,17,1
25,1,F,African-American,Male,5,1,0
56,0,F,Other,Female,1,169,0
21,0,F,African-American,Male,1,8,0
31,1,F,African-American,Male,6,31,0
23,0,F,African-American,Female,1,1,0
30,1,F,African-American,Male,15,1,0
42,0,M,Other,Male,1,0,1
64,0,F,Other,Male,0,108,1
21,1,F,Other,Female,0,0,1
36,0,F,African-American,Male,5,11,1
50,0,F,African-American,Female,1,1,1
23,1,M,African-American,Male,0,0,1
28,0,F,Other,Male,2,49,1
25,0,F,Other,Female,5,0,1
54,1,M,Other,Male,14,28,1
37,0,M,Other,Male,6,1,1
25,1,M,Other,Male,5,14,0
63,1,M,Other,Male,0,3,1
35,0,M,African-American,Male,2,1,1
26,1,M,Other,Male,0,0,1
25,1,M,African-American,Male,8,1,0
33,0,M,Other,Male,0,0,1
29,0,F,African-American,Male,7,1,1
27,0,M,Other,Male,2,0,1
37,1,M,African-American,Male,12,0,0
20,1,M,Other,Female,3,0,0
32,1,F,African-American,Male,1,1,1
72,0,M,Other,Male,1,1,1
38,0,F,Other,Male,0,2,1
40,0,F,Other,Male,0,0,1
23,0,F,Other,Male,0,0,1
21,1,F,Other,Male,5,1,0
27,1,F,Other,Male,4,0,1
55,1,F,Other,Male,13,0,1
41,0,M,Other,Female,0,0,1
56,0,M,Other,Male,1,2,1
55,0,M,Other,Male,11,57,1
23,1,F,Other,Female,0,1,1
28,0,F,African-American,Male,3,0,1
31,1,F,Other,Male,2,13,1
53,0,M,Other,Male,0,0,1
27,1,F,African-American,Male,6,10,1
22,1,F,Other,Male,0,0,1
22,1,F,African-American,Female,0,0,1
33,1,M,African-American,Male,7,1,1
34,0,F,African-American,Male,15,6,1
22,1,M,Other,Male,0,0,1
32,0,F,African-American,Male,12,1,0
47,1,F,African-American,Male,14,0,0
24,0,M,Other,Male,0,0,1
25,1,F,African-American,Male,14,83,0
56,0,F,Other,Male,0,-1,1
36,1,F,Other,Male,1,106,1
28,1,F,African-American,Male,4,21,1
20,1,F,African-American,Male,2,0,0
59,0,M,Other,Male,0,1,1
29,0,F,African-American,Female,11,0,0
72,0,F,Other,Male,3,4,1
24,1,M,African-American,Female,2,14,1
45,0,F,African-American,Male,3,36,0
30,1,M,African-American,Male,7,2,0
45,0,M,African-American,Male,0,0,1
47,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,0,9,1
20,1,M,African-American,Male,0,2,1
51,1,F,Other,Male,6,0,1
49,1,M,Other,Female,2,11,1
41,0,F,Other,Male,5,1,1
49,0,F,Other,Male,1,12,1
26,0,M,Other,Male,0,0,1
28,0,M,African-American,Female,0,1,1
33,0,M,Other,Male,2,1,1
46,0,F,African-American,Male,0,0,1
21,0,M,African-American,Male,0,1,1
26,1,F,African-American,Male,14,-1,0
48,1,F,Other,Male,1,126,1
58,1,F,African-American,Male,24,3,1
29,0,F,Other,Male,0,1,1
20,1,F,African-American,Female,2,23,0
28,1,M,African-American,Male,0,0,1
21,1,F,Other,Male,0,4,0
26,0,F,Other,Male,0,0,1
34,0,M,African-American,Male,3,0,1
32,1,F,African-American,Male,15,7,0
38,1,F,African-American,Male,10,10,1
22,0,F,African-American,Male,0,1,1
42,1,F,Other,Male,2,0,1
57,0,M,Other,Female,0,1,1
56,0,F,Other,Female,1,1,1
32,1,M,Other,Male,2,0,1
30,0,F,African-American,Male,11,0,0
29,0,M,African-American,Male,2,0,1
46,1,F,African-American,Male,15,6,1
24,0,F,African-American,Female,0,0,1
70,0,F,African-American,Female,1,1,1
21,1,F,Other,Male,0,0,1
45,0,M,Other,Female,1,0,1
33,0,M,Other,Female,2,2,1
39,0,F,African-American,Female,6,0,1
25,0,F,Other,Male,6,1,1
48,0,M,Other,Male,1,1,1
46,0,F,Other,Male,0,0,1
28,1,M,Other,Male,0,2,1
27,0,F,African-American,Male,1,1,1
43,1,F,Other,Male,11,76,1
30,1,F,African-American,Male,9,50,0
29,0,F,Other,Male,1,0,1
54,1,F,African-American,Male,8,-1,1
20,0,F,Other,Female,0,0,1
29,0,F,African-American,Male,0,0,1
67,0,M,Other,Male,0,0,1
25,0,F,Other,Male,0,0,1
24,1,F,African-American,Male,8,0,0
29,0,F,Other,Male,3,177,1
45,0,M,African-American,Male,2,28,1
31,1,F,African-American,Male,5,11,1
23,1,F,Other,Male,0,7,1
21,1,F,African-American,Male,0,8,0
61,0,M,Other,Male,0,0,1
51,1,M,Other,Female,5,20,1
32,0,F,Other,Male,1,15,1
43,0,F,Other,Male,9,0,1
32,0,M,Other,Male,0,1,1
36,0,F,African-American,Male,0,0,1
58,1,F,Other,Male,3,15,1
57,0,F,African-American,Male,12,50,0
37,0,F,African-American,Male,2,0,1
44,0,F,African-American,Male,6,1,1
45,1,F,African-American,Male,8,0,1
48,0,F,Other,Male,1,2,1
26,1,F,African-American,Male,13,-1,0
34,1,F,Other,Male,9,1,1
25,0,F,African-American,Male,0,1,1
31,1,M,African-American,Male,8,0,1
43,0,F,African-American,Male,1,1,1
30,0,M,African-American,Male,0,0,1
50,0,M,Other,Male,0,0,1
31,0,F,African-American,Female,2,1,1
33,0,M,Other,Female,7,0,1
32,1,F,African-American,Male,1,19,1
46,1,M,Other,Female,0,2,1
22,0,F,Other,Male,0,1,1
37,1,F,African-American,Male,8,1,1
32,1,F,Other,Female,6,8,1
23,1,F,African-American,Female,2,1,1
21,0,F,Other,Male,0,-1,1
52,0,F,Other,Male,2,1,1
49,0,M,Other,Male,2,1,1
55,1,F,Other,Male,3,36,1
22,0,F,African-American,Male,0,1,1
45,0,F,Other,Male,0,13,1
31,1,F,African-American,Female,7,1,1
22,1,M,Other,Male,0,1,1
28,0,M,African-American,Male,5,1,1
21,1,F,African-American,Male,1,11,1
37,0,M,Other,Male,2,1,1
30,1,F,African-American,Male,21,1,1
22,1,F,African-American,Male,13,0,0
35,1,F,African-American,Male,23,1,0
28,0,F,African-American,Male,11,26,0
24,0,F,African-American,Male,1,1,1
32,1,F,African-American,Male,24,2,1
24,0,F,African-American,Female,1,0,1
57,0,F,African-American,Male,19,1,1
21,0,M,Other,Male,0,0,1
28,0,F,Other,Male,0,-1,1
51,0,M,Other,Male,0,91,1
26,1,M,African-American,Male,0,0,1
20,1,F,African-American,Male,0,1,1
25,0,M,African-American,Male,6,32,1
19,1,M,Other,Male,0,2,1
49,1,F,Other,Male,1,20,1
57,0,M,African-American,Male,27,9,0
27,0,M,African-American,Female,0,0,1
66,0,M,Other,Male,1,19,1
21,0,F,Other,Male,0,0,1
45,0,F,Other,Male,1,-1,1
37,0,F,African-American,Male,24,19,0
44,1,F,Other,Male,13,16,0
64,0,F,African-American,Male,0,4,1
30,1,F,African-American,Male,1,0,1
61,0,M,African-American,Male,1,2,1
49,0,F,Other,Female,8,8,1
23,0,F,African-American,Male,0,0,1
21,1,F,Other,Male,0,0,0
30,1,F,Other,Female,2,43,0
26,0,M,Other,Male,7,1,1
35,1,M,Other,Male,3,1,1
27,0,M,African-American,Male,2,1,0
38,0,M,Other,Male,1,14,1
48,1,F,African-American,Male,14,142,0
26,0,M,Other,Male,0,0,1
24,1,F,African-American,Male,4,26,0
